"hosname","amprhcode","pdx","diease"
ศูนย์บริการสาธารณสุข53 ทุ่งสองห้อง,เขตหลักสี่,Z480,38
เกียรติการแพทย์คลินิกเวชกรรม สาขาทุ่งสองห้อง,เขตหลักสี่,Z480,2
รพ.มงกุฎวัฒนะ,เขตหลักสี่,Z501,49
รพ.มงกุฎวัฒนะ,เขตหลักสี่,Z518,1
ศูนย์บริการสาธารณสุข53 ทุ่งสองห้อง,เขตหลักสี่,Z715,1
ศูนย์บริการสาธารณสุข53 ทุ่งสองห้อง,เขตหลักสี่,Z718,2
รพ.มงกุฎวัฒนะ,เขตหลักสี่,K759,3
ศูนย์บริการสาธารณสุข53 ทุ่งสองห้อง,เขตหลักสี่,A049,1
ศูนย์บริการสาธารณสุข53 ทุ่งสองห้อง,เขตหลักสี่,A058,1
รพ.มงกุฎวัฒนะ,เขตหลักสี่,A059,17
รพ.มงกุฎวัฒนะ,เขตหลักสี่,A081,4
ศูนย์บริการสาธารณสุข53 ทุ่งสองห้อง,เขตหลักสี่,A083,1
รพ.มงกุฎวัฒนะ,เขตหลักสี่,A099,466
เกียรติการแพทย์คลินิกเวชกรรม สาขาหลักสี่,เขตหลักสี่,A099,1
รพ.มงกุฎวัฒนะ,เขตหลักสี่,A540,8
รพ.มงกุฎวัฒนะ,เขตหลักสี่,A600,1
ศูนย์บริการสาธารณสุข53 ทุ่งสองห้อง,เขตหลักสี่,A609,1
รพ.มงกุฎวัฒนะ,เขตหลักสี่,A90,106
รพ.มงกุฎวัฒนะ,เขตหลักสี่,A911,4
รพ.มงกุฎวัฒนะ,เขตหลักสี่,B019,4
รพ.มงกุฎวัฒนะ,เขตหลักสี่,B023,2
รพ.มงกุฎวัฒนะ,เขตหลักสี่,B029,5
รพ.มงกุฎวัฒนะ,เขตหลักสี่,B085,6
รพ.มงกุฎวัฒนะ,เขตหลักสี่,B1819,4
รพ.มงกุฎวัฒนะ,เขตหลักสี่,B206,1
รพ.มงกุฎวัฒนะ,เขตหลักสี่,B259,2
รพ.มงกุฎวัฒนะ,เขตหลักสี่,B309,1
ศูนย์บริการสาธารณสุข53 ทุ่งสองห้อง,เขตหลักสี่,B353,1
รพ.มงกุฎวัฒนะ,เขตหลักสี่,B789,2
รพ.มงกุฎวัฒนะ,เขตหลักสี่,B850,1
ศูนย์บริการสาธารณสุข53 ทุ่งสองห้อง,เขตหลักสี่,C119,2
รพ.มงกุฎวัฒนะ,เขตหลักสี่,C159,9
รพ.มงกุฎวัฒนะ,เขตหลักสี่,C179,4
รพ.มงกุฎวัฒนะ,เขตหลักสี่,C220,7
รพ.มงกุฎวัฒนะ,เขตหลักสี่,C221,2
รพ.มงกุฎวัฒนะ,เขตหลักสี่,C349,13
รพ.มงกุฎวัฒนะ,เขตหลักสี่,C383,1
รพ.มงกุฎวัฒนะ,เขตหลักสี่,C419,1
รพ.มงกุฎวัฒนะ,เขตหลักสี่,C509,49
รพ.มงกุฎวัฒนะ,เขตหลักสี่,C539,56
รพ.มงกุฎวัฒนะ,เขตหลักสี่,C541,6
รพ.มงกุฎวัฒนะ,เขตหลักสี่,C56,8
รพ.มงกุฎวัฒนะ,เขตหลักสี่,C679,8
รพ.มงกุฎวัฒนะ,เขตหลักสี่,C719,1
รพ.มงกุฎวัฒนะ,เขตหลักสี่,C73,3
รพ.มงกุฎวัฒนะ,เขตหลักสี่,C839,2
รพ.มงกุฎวัฒนะ,เขตหลักสี่,D24,1
รพ.มงกุฎวัฒนะ,เขตหลักสี่,D259,5
รพ.มงกุฎวัฒนะ,เขตหลักสี่,D432,1
รพ.มงกุฎวัฒนะ,เขตหลักสี่,D569,2
คลินิกเวชกรรมใกล้บ้านใกล้ใจ 31,เขตหลักสี่,D649,13
รพ.มงกุฎวัฒนะ,เขตหลักสี่,D649,33
รพ.มงกุฎวัฒนะ,เขตหลักสี่,D689,3
รพ.มงกุฎวัฒนะ,เขตหลักสี่,D693,5
รพ.มงกุฎวัฒนะ,เขตหลักสี่,E039,1
รพ.มงกุฎวัฒนะ,เขตหลักสี่,E042,1
รพ.มงกุฎวัฒนะ,เขตหลักสี่,E063,2
เกียรติการแพทย์คลินิกเวชกรรม สาขาชินเขต,เขตหลักสี่,E112,2
ศูนย์บริการสาธารณสุข53 ทุ่งสองห้อง,เขตหลักสี่,E117,4
รพ.มงกุฎวัฒนะ,เขตหลักสี่,E46,1
รพ.มงกุฎวัฒนะ,เขตหลักสี่,E785,7
รพ.มงกุฎวัฒนะ,เขตหลักสี่,E789,26
รพ.มงกุฎวัฒนะ,เขตหลักสี่,F063,2
รพ.มงกุฎวัฒนะ,เขตหลักสี่,F102,2
รพ.มงกุฎวัฒนะ,เขตหลักสี่,F209,10
รพ.มงกุฎวัฒนะ,เขตหลักสี่,F319,7
รพ.มงกุฎวัฒนะ,เขตหลักสี่,F320,5
รพ.มงกุฎวัฒนะ,เขตหลักสี่,F329,9
รพ.มงกุฎวัฒนะ,เขตหลักสี่,F410,14
ศูนย์บริการสาธารณสุข53 ทุ่งสองห้อง,เขตหลักสี่,F410,1
ศูนย์บริการสาธารณสุข53 ทุ่งสองห้อง,เขตหลักสี่,F419,2
รพ.มงกุฎวัฒนะ,เขตหลักสี่,F510,3
รพ.มงกุฎวัฒนะ,เขตหลักสี่,F809,1
รพ.มงกุฎวัฒนะ,เขตหลักสี่,F900,1
ศูนย์บริการสาธารณสุข53 ทุ่งสองห้อง,เขตหลักสี่,G250,1
รพ.มงกุฎวัฒนะ,เขตหลักสี่,G309,1
รพ.มงกุฎวัฒนะ,เขตหลักสี่,G409,7
รพ.มงกุฎวัฒนะ,เขตหลักสี่,G430,9
ศูนย์บริการสาธารณสุข53 ทุ่งสองห้อง,เขตหลักสี่,G439,2
ศูนย์บริการสาธารณสุข53 ทุ่งสองห้อง,เขตหลักสี่,G440,1
รพ.มงกุฎวัฒนะ,เขตหลักสี่,G442,21
รพ.มงกุฎวัฒนะ,เขตหลักสี่,G459,1
คลินิกเวชกรรมใกล้บ้านใกล้ใจ 31,เขตหลักสี่,G470,1
รพ.มงกุฎวัฒนะ,เขตหลักสี่,G473,3
รพ.มงกุฎวัฒนะ,เขตหลักสี่,G500,5
รพ.มงกุฎวัฒนะ,เขตหลักสี่,G510,14
รพ.มงกุฎวัฒนะ,เขตหลักสี่,G560,6
รพ.มงกุฎวัฒนะ,เขตหลักสี่,H000,12
รพ.มงกุฎวัฒนะ,เขตหลักสี่,H010,2
ศูนย์บริการสาธารณสุข53 ทุ่งสองห้อง,เขตหลักสี่,H010,1
รพ.มงกุฎวัฒนะ,เขตหลักสี่,H019,1
รพ.มงกุฎวัฒนะ,เขตหลักสี่,H042,2
รพ.มงกุฎวัฒนะ,เขตหลักสี่,H052,2
รพ.มงกุฎวัฒนะ,เขตหลักสี่,H103,10
ศูนย์บริการสาธารณสุข53 ทุ่งสองห้อง,เขตหลักสี่,H109,3
เกียรติการแพทย์คลินิกเวชกรรม สาขาชินเขต,เขตหลักสี่,H109,1
